SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#
MLS Listing,,Multi-Family (2-4 Unit),471 Harrison Ave,Claremont,CA,91711,625000,,,683 - Claremont,1737,9688,1927,1,360,,Active,,,http://www.redfin.com/CA/Claremont/471-Harrison-Ave-91711/home/7886615,CRMLS,PW17161819
MLS Listing,,Multi-Family (2-4 Unit),336 N Colorado Pl,Long Beach,CA,90814,780000,4,4,"2 - Belmont Heights, Alamitos Heights",1967,3657,1920,1,397,,Active,,,http://www.redfin.com/CA/Long-Beach/336-N-Colorado-Pl-90814/home/7608412,CRMLS,PW17161686
MLS Listing,,Multi-Family (2-4 Unit),753 Hoefner Ave,Los Angeles,CA,90022,759000,6,5,699 - Not Defined,3535,6666,1923,1,215,,Active,July-15-2017 2:00 PM,July-15-2017 6:00 PM,http://www.redfin.com/CA/East-Los-Angeles/753-Hoefner-Ave-90022/home/7433627,CRMLS,PW17161542
MLS Listing,,Multi-Family (2-4 Unit),10216 San Jose Ave,South Gate,CA,90280,505000,4,2,T4 - South Gate E of 710,1556,3664,1943,1,325,,Active,,,http://www.redfin.com/CA/South-Gate/10216-San-Jose-Ave-90280/home/7374943,CRMLS,PW17153534
MLS Listing,,Multi-Family (2-4 Unit),8604 San Miguel Ave,South Gate,CA,90280,525000,3,2,"T2 - Cudahy, SouthGate W of 710, HuntPk S of Flore",1204,5984,1928,1,436,,Active,,,http://www.redfin.com/CA/South-Gate/8604-San-Miguel-Ave-90280/home/7376905,CRMLS,PW17161126
MLS Listing,,Multi-Family (2-4 Unit),7808 S Western Ave,Los Angeles,CA,90047,235000,2,2,C36 - Metropolitan Southwest,840,2752,1952,1,280,,Active,,,http://www.redfin.com/CA/Los-Angeles/7808-S-Western-Ave-90047/home/7282335,CRMLS,SB17161280
MLS Listing,,Multi-Family (2-4 Unit),8995 Victoria Ave,South Gate,CA,90280,529000,4,2,"T2 - Cudahy, SouthGate W of 710, HuntPk S of Flore",1051,4628,1940,1,503,,Active,,,http://www.redfin.com/CA/South-Gate/8995-Victoria-Ave-90280/unit-A/home/7377532,CRMLS,DW17160212
MLS Listing,,Multi-Family (2-4 Unit),1550 N Marine Ave,Wilmington,CA,90744,549000,3,3,195 - West Wilmington,1985,6265,1930,1,277,,Active,,,http://www.redfin.com/CA/Los-Angeles/1550-N-Marine-Ave-90744/home/7678447,CRMLS,DW17161247
MLS Listing,,Multi-Family (2-4 Unit),1445 West 59th Pl,Los Angeles (City),CA,90047,550000,3,3,Los Angeles Southwest,1831,5042,1921,1,300,,Active,,,http://www.redfin.com/CA/Los-Angeles/1445-W-59th-Pl-90047/home/7270578,TheMLS,17-250814
MLS Listing,,Multi-Family (2-4 Unit),2814 West Avenue 34,Los Angeles (City),CA,90065,575000,3,2,Glassell Park,1700,5828,1924,1,338,,Active,,,http://www.redfin.com/CA/Los-Angeles/2814-West-Avenue-34-90065/home/7073018,TheMLS,17-251174
MLS Listing,,Multi-Family (2-4 Unit),2407 Harwood St,Los Angeles,CA,90031,899000,0,,671 - Silver Lake,2664,6001,1930,1,337,,Active,,,http://www.redfin.com/CA/Los-Angeles/2407-Harwood-St-90031/home/7068961,i-Tech MLS,317005558
MLS Listing,,Multi-Family (2-4 Unit),1909 Ripple St,Los Angeles,CA,90039,652500,4,3,699 - Not Defined,1000,5192,1924,2,653,,Active,,,http://www.redfin.com/CA/Los-Angeles/1909-Ripple-St-90039/home/7068031,CRMLS,EV17159466
MLS Listing,,Multi-Family (2-4 Unit),1718 Locust St,Pasadena,CA,91106,815000,0,,648 - Pasadena (SE),1808,8007,1924,2,451,,Active,,,http://www.redfin.com/CA/Pasadena/1718-Locust-St-91106/home/7198241,i-Tech MLS,317005616
MLS Listing,,Multi-Family (2-4 Unit),1352 W 37th Dr,Los Angeles,CA,90007,660000,4,2,699 - Not Defined,1572,4499,1920,2,420,,Active,,,http://www.redfin.com/CA/Los-Angeles/1352-W-37th-Dr-90007/home/6884860,CRMLS,DW17159215
MLS Listing,,Multi-Family (2-4 Unit),1776 E 109th Pl,Los Angeles,CA,90059,385000,3,2,WATT - Watts,1510,7651,1924,2,255,,Active,,,http://www.redfin.com/CA/Los-Angeles/1776-E-109th-Pl-90059/home/7314452,CRMLS,RS17160381
MLS Listing,,Multi-Family (2-4 Unit),160 West 76th St,Los Angeles (City),CA,90003,699950,9,4,Metropolitan South,3452,6301,1912,2,203,,Active,,,http://www.redfin.com/CA/Los-Angeles/160-W-76th-St-90003/home/7290203,TheMLS,17-250618
MLS Listing,,Multi-Family (2-4 Unit),1330 Sanford Ave,Wilmington,CA,90744,425000,4,2,East Wilmington,1633,5329,1932,2,260,,Active,,,http://www.redfin.com/CA/Los-Angeles/1330-Sanford-Ave-90744/home/7680633,TheMLS,17-248632
MLS Listing,,Multi-Family (2-4 Unit),1559 W 84th Pl,Los Angeles,CA,90047,290000,3,2,C36 - Metropolitan Southwest,1554,6745,1939,2,187,,Active,,,http://www.redfin.com/CA/Los-Angeles/1559-W-84th-Pl-90047/home/7292718,CRMLS,MB17160194
MLS Listing,,Multi-Family (2-4 Unit),607 W Century Blvd,Los Angeles,CA,90044,619999,8,4,C34 - Los Angeles Southwest,2332,5966,1964,2,266,,Active,,,http://www.redfin.com/CA/Los-Angeles/607-W-Century-Blvd-90044/unit-1/home/7306001,CRMLS,DW17159808
MLS Listing,,Multi-Family (2-4 Unit),2230 Branden St,Los Angeles (City),CA,90026,599000,4,2,Silver Lake/Echo Park,1783,7502,1906,2,336,,Active,July-16-2017 2:00 PM,July-16-2017 5:00 PM,http://www.redfin.com/CA/Los-Angeles/2230-Branden-St-90026/home/7057440,TheMLS,17-250886
MLS Listing,,Multi-Family (2-4 Unit),669 W 31st St,San Pedro,CA,90731,549900,4,3,181 - Point Fermin,1484,4998,1924,2,371,,Active,,,http://www.redfin.com/CA/Los-Angeles/669-W-31st-St-90731/home/7696251,CRMLS,SB17157636
MLS Listing,,Multi-Family (2-4 Unit),473 South Savannah St,Los Angeles (City),CA,90033,599000,4,4,Boyle Heights,2335,5840,1915,2,257,,Active,,,http://www.redfin.com/CA/Los-Angeles/473-S-Savannah-St-90033/home/6941908,TheMLS,17-250624
MLS Listing,,Multi-Family (2-4 Unit),7231 Dinwiddie St,Downey,CA,90241,729000,5,4,"D2 - Northwest Downey, N of Firestone, W of Downey",2677,14545,1956,2,272,,Active,,,http://www.redfin.com/CA/Downey/7231-Dinwiddie-St-90241/home/7388776,CRMLS,PW17159564
MLS Listing,,Multi-Family (2-4 Unit),1150 E Arrow,Upland,CA,91786,360000,3,2,690 - Upland,1611,8475,1930,2,223,,Active,,,http://www.redfin.com/CA/Upland/1150-E-Arrow-Hwy-91786/home/4008568,CRMLS,DW17159469
MLS Listing,,Multi-Family (2-4 Unit),9650 South Western Ave,Los Angeles (City),CA,90047,485000,6,4,Metropolitan Southwest,2100,3000,2005,3,231,,Active,,,http://www.redfin.com/CA/Los-Angeles/9650-S-Western-Ave-90047/home/17241775,TheMLS,17-250404
MLS Listing,,Multi-Family (2-4 Unit),1224 E 33rd St,Los Angeles,CA,90011,365000,4,4,C42 - Downtown L.A.,1648,4806,1932,3,221,,Active,,,http://www.redfin.com/CA/Los-Angeles/1224-E-33rd-St-90011/home/6925863,CRMLS,SB17159395
MLS Listing,,Multi-Family (2-4 Unit),1160 North Alma Ave,Los Angeles (City),CA,90063,549999,5,4,East Los Angeles,2172,8007,1986,3,253,,Active,,,http://www.redfin.com/CA/Los-Angeles/1160-N-Alma-Ave-90063/home/6957193,TheMLS,17-250738
MLS Listing,,Multi-Family (2-4 Unit),861 East 91st St,Los Angeles (City),CA,90002,415000,2,2,Metropolitan South,1256,5752,1940,3,330,,Active,,,http://www.redfin.com/CA/Los-Angeles/861-E-91st-St-90002/home/7297776,TheMLS,17-250708
MLS Listing,,Multi-Family (2-4 Unit),3310 Burton Ave,Lynwood,CA,90262,780000,10,5,RM - Lynwood,3412,7803,1956,3,229,,Active,,,http://www.redfin.com/CA/Lynwood/3310-Burton-Ave-90262/unit-A/home/7356569,CRMLS,DW17159096
MLS Listing,,Multi-Family (2-4 Unit),1412 South Wilmington Ave,Compton,CA,90220,540000,7,3,Compton South of Rosecrans/East of Central/West of Alameda,2595,6225,1955,3,208,,Active,,,http://www.redfin.com/CA/Compton/1412-S-Wilmington-Ave-90220/home/7353411,TheMLS,17-250370
MLS Listing,,Multi-Family (2-4 Unit),329 Hermosa Ave,Long Beach,CA,90802,799000,2,4,"4 - Downtown Area, Alamitos Beach",1904,4424,1909,3,420,,Active,,,http://www.redfin.com/CA/Long-Beach/329-Hermosa-Ave-90802/home/7618661,CRMLS,PW17158056
MLS Listing,,Multi-Family (2-4 Unit),11917 York Ave,Hawthorne,CA,90250,625000,2,1,108 - North Hawthorne,1,8811,1947,3,625000,,Active,,,http://www.redfin.com/CA/Hawthorne/11917-York-Ave-90250/home/6504095,CRMLS,SB17157888
MLS Listing,,Multi-Family (2-4 Unit),13641 -13643 Proctor Ave,La Puente,CA,91746,848000,5,3,633 - Industry/La Puente/Valinda,1969,11107,1959,3,431,,Active,,,http://www.redfin.com/CA/La-Puente/13641-Proctor-Ave-91746/home/7798714,CRMLS,TR17141026
MLS Listing,,Multi-Family (2-4 Unit),4502 W 172nd St,Lawndale,CA,90260,699000,5,3,113 - South Lawndale,2322,7251,1920,3,301,,Active,,,http://www.redfin.com/CA/Lawndale/4502-W-172nd-St-90260/home/6571636,CRMLS,SB17158555
MLS Listing,,Multi-Family (2-4 Unit),2750 South Cochran Ave,Los Angeles (City),CA,90016,797000,6,3,Mid Los Angeles,2384,4803,1922,3,334,,Active,July-15-2017 11:00 AM,July-15-2017 1:00 PM,http://www.redfin.com/CA/Los-Angeles/2750-S-Cochran-Ave-90016/home/6887441,TheMLS,17-250324
MLS Listing,,Multi-Family (2-4 Unit),900 W 3rd St,San Pedro,CA,90731,599000,2,4,187 - Holy Trinity,99999,4490,1922,3,6,,Active,,,http://www.redfin.com/CA/Los-Angeles/900-W-3rd-St-90731/home/7688810,CRMLS,SB17158336
MLS Listing,,Multi-Family (2-4 Unit),1659 W Gage Ave,Los Angeles,CA,90047,505000,8,4,699 - Not Defined,1890,4551,1934,3,267,,Active,,,http://www.redfin.com/CA/Los-Angeles/1659-W-Gage-Ave-90047/home/7271034,CRMLS,IV17158325
MLS Listing,,Multi-Family (2-4 Unit),408 Vernon Ave,Azusa,CA,91702,569000,,,607 - Azusa,,12974,1947,4,,,Active,,,http://www.redfin.com/CA/Azusa/408-S-Vernon-Ave-91702/home/8018674,i-Tech MLS,817000717
MLS Listing,,Multi-Family (2-4 Unit),1045 N Sacramento Ave,Ontario,CA,91764,829000,8,12,686 - Ontario,4800,6900,1964,4,173,,Active,,,http://www.redfin.com/CA/Ontario/1045-N-Sacramento-Ave-91764/home/3090517,CRMLS,PW17158203
MLS Listing,,Multi-Family (2-4 Unit),1516 West 11th Pl,Los Angeles (City),CA,90015,899000,4,4,Downtown Los Angeles,3700,6251,1912,4,243,,Active,,,http://www.redfin.com/CA/Los-Angeles/1516-W-11th-Pl-90015/home/6932333,TheMLS,17-250276
MLS Listing,,Multi-Family (5+ Unit),735 W Santa Cruz St,San Pedro,CA,90731,750000,5,5,193 - San Pedro - North,2536,9130,1924,4,296,,Active,,,http://www.redfin.com/CA/Los-Angeles/735-W-Santa-Cruz-St-90731/home/7688625,CRMLS,SB17158114
MLS Listing,,Multi-Family (2-4 Unit),1300 E 59th St,Long Beach,CA,90805,539900,5,2,7 - North Long Beach,1565,4800,1955,4,345,,Active,,,http://www.redfin.com/CA/Long-Beach/1300-E-59th-St-90805/home/7511411,CRMLS,DW17158082
MLS Listing,,Multi-Family (2-4 Unit),3239 E Wilton St,Long Beach,CA,90804,795000,5,5,"3 - Eastside, Circle Area",2510,6751,1953,4,317,,Active,,,http://www.redfin.com/CA/Long-Beach/3239-E-Wilton-St-90804/home/7604353,CRMLS,PW17158001
MLS Listing,,Multi-Family (2-4 Unit),11059 Walnut St,El Monte,CA,91731,670000,3,3,619 - El Monte,1584,8503,1939,4,423,,Active,,,http://www.redfin.com/CA/El-Monte/11059-Walnut-St-91731/home/8004156,CRMLS,CV17157896
MLS Listing,,Multi-Family (2-4 Unit),3226 Lemon Ave,Signal Hill,CA,90755,669000,4,2,8 - Signal Hill,1538,6488,1956,4,435,,Active,,,http://www.redfin.com/CA/Signal-Hill/3226-Lemon-Ave-90755/home/7530327,CRMLS,PW17157862
MLS Listing,,Multi-Family (2-4 Unit),4323 138th St,Hawthorne,CA,90250,899000,,,109 - Ramona/Burleigh,,8266,1966,4,,,Active,,,http://www.redfin.com/CA/Hawthorne/4323-138th-St-90250/home/6496141,i-Tech MLS,817000707
MLS Listing,,Multi-Family (2-4 Unit),1675 La Fayette Rd,Los Angeles (City),CA,90019,750000,4,2,Mid Los Angeles,2404,3451,1923,4,312,,Active,,,http://www.redfin.com/CA/Los-Angeles/1675-La-Fayette-Rd-90019/home/6905538,TheMLS,17-250002
MLS Listing,,Multi-Family (2-4 Unit),580 E 12th St,Pomona,CA,91766,799000,8,6,687 - Pomona,3250,9040,2015,4,246,,Active,,,http://www.redfin.com/CA/Pomona/580-E-12th-St-91766/home/22234048,CRMLS,OC17157196
MLS Listing,,Multi-Family (2-4 Unit),6442 Roble Ave,Los Angeles (City),CA,90042,775000,2,3,Highland Park,1344,4211,1951,5,577,,Active,July-15-2017 2:00 PM,July-15-2017 4:00 PM,http://www.redfin.com/CA/Los-Angeles/6442-Roble-Ave-90042/home/7088162,TheMLS,17-247856
MLS Listing,,Multi-Family (2-4 Unit),2711 W Avenue 32,Glassell Park,CA,90065,735000,5,3,623 - Glassel Park,2037,6009,1927,5,361,,Active,,,http://www.redfin.com/CA/Los-Angeles/2711-West-Avenue-32-90065/home/7072850,CRMLS,DW17157106
MLS Listing,,Multi-Family (2-4 Unit),1037 Thornton St,Los Angeles,CA,90063,489000,4,2,699 - Not Defined,2088,6009,1924,5,234,,Active,,,http://www.redfin.com/CA/Los-Angeles/1037-Thornton-St-90063/home/6957385,CRMLS,OC17157095
MLS Listing,,Multi-Family (2-4 Unit),6156 Gifford Ave,Huntington Park,CA,90255,900000,8,4,"T5 - WalnutPk, HuntPk, Bell N of Florence, and Cud",3187,9019,1963,5,282,,Active,,,http://www.redfin.com/CA/Huntington-Park/6156-Gifford-Ave-90255/home/7422002,CRMLS,DW17154862
MLS Listing,,Multi-Family (2-4 Unit),9127 Greenleaf Ave,Whittier,CA,90602,670000,5,4,Whittier,2044,7018,1926,5,328,,Active,July-16-2017 1:00 PM,July-16-2017 4:00 PM,http://www.redfin.com/CA/Whittier/9127-Greenleaf-Ave-90602/home/7825076,TheMLS,17-248900
MLS Listing,,Multi-Family (2-4 Unit),313 East Florence Ave,Los Angeles (City),CA,90003,539000,4,3,Downtown Los Angeles,3108,3472,1940,5,173,,Active,,,http://www.redfin.com/CA/Los-Angeles/313-E-Florence-Ave-90003/home/141484758,TheMLS,17-249350
MLS Listing,,Multi-Family (2-4 Unit),4610 Arlington Ave,Los Angeles,CA,90043,699000,7,4,PHHT - Park Hills Heights,2422,6019,1917,5,289,,Active,,,http://www.redfin.com/CA/Los-Angeles/4610-Arlington-Ave-90043/home/6870434,CRMLS,DW17155012
MLS Listing,,Multi-Family (2-4 Unit),5417 S Wilton Pl,Los Angeles,CA,90062,658988,4,4,C37 - Metropolitan South,2930,5851,1932,5,225,,Active,,,http://www.redfin.com/CA/Los-Angeles/5417-S-Wilton-Pl-90062/home/6863996,CRMLS,DW17156127
MLS Listing,,Multi-Family (2-4 Unit),696 W 10th St,Pomona,CA,91766,475000,2,1,687 - Pomona,1601,6392,1922,6,297,,Active,,,http://www.redfin.com/CA/Pomona/696-W-10th-St-91766/home/7900607,CRMLS,IV17156010
MLS Listing,,Multi-Family (2-4 Unit),6357 Marbrisa Ave,Huntington Park,CA,90255,680000,8,4,699 - Not Defined,2960,6419,1923,6,230,,Active,,,http://www.redfin.com/CA/Huntington-Park/6357-Marbrisa-Ave-90255/home/7424410,CRMLS,WS17151122
MLS Listing,,Multi-Family (2-4 Unit),5135 Eagle St,East Los Angeles,CA,90022,415000,4,2,ELA - East Los Angeles,1635,4997,1951,6,254,,Active,,,http://www.redfin.com/CA/East-Los-Angeles/5135-Eagle-St-90022/home/6966747,CRMLS,MB17155832
MLS Listing,,Multi-Family (2-4 Unit),940 E 49th St,Los Angeles,CA,90011,459000,3,2,C34 - Los Angeles Southwest,1662,3392,1909,6,276,,Active,,,http://www.redfin.com/CA/Los-Angeles/940-E-49th-St-90011/home/6922731,CRMLS,WS17155800
MLS Listing,,Multi-Family (2-4 Unit),401 East 69th St,Los Angeles (City),CA,90003,498998,7,4,Downtown Los Angeles,2084,5421,1924,6,239,,Active,,,http://www.redfin.com/CA/Los-Angeles/401-E-69th-St-90003/home/104269971,TheMLS,17-249382
MLS Listing,,Multi-Family (2-4 Unit),1127 W 85th St,Los Angeles,CA,90044,438000,3,2,699 - Not Defined,1458,5575,1955,7,300,,Active,,,http://www.redfin.com/CA/Los-Angeles/1127-W-85th-St-90044/home/7291817,CRMLS,IN17155614
MLS Listing,,Multi-Family (2-4 Unit),227 W 62nd St,Los Angeles,CA,90003,410000,3,2,C42 - Downtown L.A.,1859,5125,1950,7,221,,Active,,,http://www.redfin.com/CA/Los-Angeles/227-W-62nd-St-90003/home/7273298,CRMLS,DW17155545
MLS Listing,,Multi-Family (2-4 Unit),7631 Fern Ave,Rosemead,CA,91770,728000,,,651 - Rosemead/S. San Gabriel,,7066,1964,7,,,Active,,,http://www.redfin.com/CA/Rosemead/7631-Fern-Ave-91770/home/6991710,i-Tech MLS,817000653
MLS Listing,,Multi-Family (2-4 Unit),2208 Mortimer St,Huntington Park,CA,90255,545000,3,3,"T5 - WalnutPk, HuntPk, Bell N of Florence, and Cud",1782,5038,1921,7,306,,Active,,,http://www.redfin.com/CA/Huntington-Park/2208-Mortimer-Ave-90255/home/7424626,CRMLS,IN17153124
MLS Listing,,Multi-Family (2-4 Unit),643 W 15th St,San Pedro,CA,90731,549000,4,2,185 - Plaza,2148,5002,1917,7,256,,Active,,,http://www.redfin.com/CA/Los-Angeles/643-W-15th-St-90731/home/7690696,CRMLS,SB17155278
MLS Listing,,Multi-Family (2-4 Unit),1005 Tremont St,Los Angeles,CA,90033,500000,4,2,BOYH - Boyle Heights,1632,5143,1928,7,306,,Active,,,http://www.redfin.com/CA/Los-Angeles/1005-Tremont-St-90033/home/6938699,CRMLS,PW17155194
MLS Listing,,Multi-Family (2-4 Unit),1213 E 59th Pl,Los Angeles,CA,90001,599000,5,4,C37 - Metropolitan South,2226,5549,1930,8,269,,Active,,,http://www.redfin.com/CA/Los-Angeles/1213-E-59th-Pl-90001/home/7274322,CRMLS,DW17155035
MLS Listing,,Multi-Family (2-4 Unit),243 East 84th St,Los Angeles (City),CA,90003,595000,5,4,Metropolitan South,2500,5200,1940,8,238,,Active,,,http://www.redfin.com/CA/Los-Angeles/243-E-84th-St-90003/home/7289482,TheMLS,17-248646
MLS Listing,,Multi-Family (2-4 Unit),5822 Tipton Way,Los Angeles,CA,90042,799000,0,,632 - Highland Park,1868,7507,1922,8,428,,Active,July-15-2017 11:00 AM,July-15-2017 2:00 PM,http://www.redfin.com/CA/Los-Angeles/5822-Tipton-Way-90042/home/7083932,i-Tech MLS,317005474
MLS Listing,,Multi-Family (2-4 Unit),5916 Rosemead Blvd,Temple City,CA,91780,880000,3,1,661 - Temple City,8394,8394,1940,8,105,,Active,,,http://www.redfin.com/CA/Temple-City/5916-Rosemead-Blvd-91780/home/7046291,CRMLS,WS17154916
MLS Listing,,Multi-Family (2-4 Unit),345 E 82nd St,Los Angeles,CA,90003,454900,4,3,C34 - Los Angeles Southwest,1529,5220,1926,8,298,,Active,,,http://www.redfin.com/CA/Los-Angeles/345-E-82nd-St-90003/home/7289690,CRMLS,DW17153651
MLS Listing,,Multi-Family (5+ Unit),4706 S Vermont Ave,Los Angeles,CA,90037,900000,16,36,699 - Not Defined,7290,6875,1914,8,123,,Active,,,http://www.redfin.com/CA/Los-Angeles/4706-S-Vermont-Ave-90037/home/140660419,CRMLS,PW17152568
MLS Listing,,Multi-Family (2-4 Unit),11936 Cedar Ave,Hawthorne,CA,90250,570000,5,2,108 - North Hawthorne,1483,6375,1925,8,384,,Active,,,http://www.redfin.com/CA/Hawthorne/11936-Cedar-Ave-90250/unit-A/home/6504464,CRMLS,PW17154771
MLS Listing,,Multi-Family (2-4 Unit),335 W 13th St,San Pedro,CA,90731,499000,4,4,185 - Plaza,2340,5000,1924,8,213,,Active,,,http://www.redfin.com/CA/Los-Angeles/335-W-13th-St-90731/home/7691254,CRMLS,PW17154714
MLS Listing,,Multi-Family (2-4 Unit),1233 W Diamond St,Anaheim,CA,92801,629000,5,2,79 - Anaheim West of Harbor,1252,7216,1928,8,502,,Active,,,http://www.redfin.com/CA/Anaheim/1233-W-Diamond-St-92801/home/4011829,CRMLS,PW17113655
MLS Listing,,Multi-Family (2-4 Unit),4118 Walnut St,Cudahy,CA,90201,699000,6,3,"T5 - WalnutPk, HuntPk, Bell N of Florence, and Cud",,7552,1959,8,,,Active,,,http://www.redfin.com/CA/Cudahy/4118-Walnut-St-90201/home/7386928,CRMLS,DW17154590
MLS Listing,,Multi-Family (2-4 Unit),247 W 62nd St,Los Angeles,CA,90003,365000,3,2,C34 - Los Angeles Southwest,1360,4620,1923,8,268,,Active,,,http://www.redfin.com/CA/Los-Angeles/247-W-62nd-St-90003/home/7273293,CRMLS,CV17154369
MLS Listing,,Multi-Family (2-4 Unit),4245 Martin Luther King Jr Blvd,Lynwood,CA,90262,499900,3,3,RM - Lynwood,1,4984,1950,8,499900,,Active,,,http://www.redfin.com/CA/Lynwood/4245-Martin-Luther-King-Junior-Blvd-90262/home/7368978,CRMLS,RS17154558
MLS Listing,,Multi-Family (2-4 Unit),317 W 93rd St,Los Angeles,CA,90003,559000,4,3,C37 - Metropolitan South,1710,5360,1924,8,327,,Active,,,http://www.redfin.com/CA/Los-Angeles/317-W-93rd-St-90003/home/7296810,CRMLS,DW17154352
MLS Listing,,Multi-Family (2-4 Unit),7113 Miles Ave,Huntington Park,CA,90255,465000,2,2,"T1 - Vernon, Maywood, Hunt Pk & Bell, N of Florenc",1244,4980,1922,8,374,,Active,,,http://www.redfin.com/CA/Huntington-Park/7113-Miles-Ave-90255/home/7425365,CRMLS,MB17154323
MLS Listing,,Multi-Family (2-4 Unit),2276 Earl Ave,Long Beach,CA,90806,695000,10,8,5 - Wrigley Area,2400,5850,1939,8,290,,Active,,,http://www.redfin.com/CA/Long-Beach/2276-Earl-Ave-90806/home/7572047,CRMLS,OC17149337
MLS Listing,,Multi-Family (2-4 Unit),1217 West 54th St,Los Angeles (City),CA,90037,679000,7,3,Los Angeles Southwest,2708,5188,1912,8,251,,Active,,,http://www.redfin.com/CA/Los-Angeles/1217-W-54th-St-90037/home/6862251,TheMLS,17-248656
MLS Listing,,Multi-Family (2-4 Unit),937 W 80th St,Los Angeles,CA,90044,749000,6,4,C34 - Los Angeles Southwest,2420,9301,1914,8,310,,Active,,,http://www.redfin.com/CA/Los-Angeles/937-W-80th-St-90044/home/7290722,CRMLS,RS17154122
MLS Listing,,Multi-Family (2-4 Unit),1735 South Hobart,Los Angeles (City),CA,90006,749000,4,2,Mid Los Angeles,1822,9892,1921,8,411,,Active,,,http://www.redfin.com/CA/Los-Angeles/1735-S-Hobart-Blvd-90006/home/6907602,TheMLS,17-248798
MLS Listing,,Multi-Family (2-4 Unit),2684 Thorpe Ave,Los Angeles,CA,90065,650000,2,2,632 - Highland Park,1,4000,1923,8,650000,,Active,,,http://www.redfin.com/CA/Los-Angeles/2684-Thorpe-Ave-90065/home/7070717,CRMLS,DW17153768
MLS Listing,,Multi-Family (2-4 Unit),235 West 89th St,Los Angeles (City),CA,90003,695000,9,4,Metropolitan South,3300,5401,1965,8,211,,Active,,,http://www.redfin.com/CA/Los-Angeles/235-W-89th-St-90003/home/7296538,TheMLS,17-248768
MLS Listing,,Multi-Family (2-4 Unit),660 W 28th St,San Pedro,CA,90731,875000,4,4,181 - Point Fermin,2072,5407,1956,8,422,,Active,,,http://www.redfin.com/CA/Los-Angeles/660-W-28th-St-90731/home/8128821,CRMLS,SB17153954
MLS Listing,,Multi-Family (2-4 Unit),1183 W 24th St,Los Angeles,CA,90007,865000,5,4,C16 - Mid Los Angeles,2454,5874,1915,9,352,,Active,,,http://www.redfin.com/CA/Los-Angeles/1183-W-24th-St-90007/home/6896333,CRMLS,WS17153671
MLS Listing,,Multi-Family (2-4 Unit),1619 S Adams St,Glendale,CA,91205,849000,0,,628 - Glendale-South of 134 Fwy,2014,6505,1947,9,422,,Active,,,http://www.redfin.com/CA/Glendale/1619-S-Adams-St-91205/home/7174397,i-Tech MLS,317005493
MLS Listing,,Multi-Family (2-4 Unit),16644 Eureka Ave,Paramount,CA,90723,575000,2,2,699 - Not Defined,1040,4499,1958,9,553,,Active,,,http://www.redfin.com/CA/Paramount/16644-Eureka-Ave-90723/home/7502223,CRMLS,PW17153638
MLS Listing,,Multi-Family (2-4 Unit),17428 -17426 Salais St,La Puente,CA,91744,580000,5,2,633 - Industry/La Puente/Valinda,1682,5984,1956,9,345,,Active,,,http://www.redfin.com/CA/La-Puente/17426-Salais-St-91744/home/140113907,CRMLS,CV17152261
MLS Listing,,Multi-Family (2-4 Unit),711 W Colorado Blvd,Monrovia,CA,91016,769950,3,2,639 - Monrovia,1900,6953,1948,9,405,,Active,,,http://www.redfin.com/CA/Monrovia/711-W-Colorado-Blvd-91016/home/7965480,CRMLS,AR17153498
MLS Listing,,Multi-Family (2-4 Unit),222 North Alvarado St,Los Angeles (City),CA,90026,799000,4,3,Silver Lake/Echo Park,1380,4566,1950,9,579,,Active,,,http://www.redfin.com/CA/Los-Angeles/222-N-Alvarado-St-90026/home/6936228,TheMLS,17-248436
MLS Listing,,Multi-Family (2-4 Unit),3382 E Gage Ave,Huntington Park,CA,90255,550000,5,3,"T1 - Vernon, Maywood, Hunt Pk & Bell, N of Florenc",2428,8550,1949,9,227,,Active,,,http://www.redfin.com/CA/Huntington-Park/3382-E-Gage-Ave-90255/home/7426469,CRMLS,RS17153064
MLS Listing,,Multi-Family (2-4 Unit),3536 Chesapeake Ave,Los Angeles,CA,90016,724900,8,4,C16 - Mid Los Angeles,1565,6405,1944,9,463,,Active,,,http://www.redfin.com/CA/Los-Angeles/3536-Chesapeake-Ave-90016/home/6889182,CRMLS,RS17152678
MLS Listing,,Multi-Family (2-4 Unit),225 W Imperial Hwy,LOS ANGELES,CA,90061,625000,8,,LOS ANGELES,3720,6472,1964,10,168,,Active,,,http://www.redfin.com/CA/Los-Angeles/225-W-Imperial-Hwy-90061/home/7317289,MLSListings,ML81668630
MLS Listing,,Multi-Family (2-4 Unit),1125 Irolo St,Los Angeles,CA,90006,839000,7,4,C17 - Mid-Wilshire,2024,5903,1912,10,415,,Active,,,http://www.redfin.com/CA/Los-Angeles/1125-Irolo-St-90006/home/6910238,CRMLS,PW17152420
MLS Listing,,Multi-Family (2-4 Unit),7408 S Figueroa St,Los Angeles,CA,90003,785000,7,3,699 - Not Defined,3228,11602,1935,10,243,,Active,,,http://www.redfin.com/CA/Los-Angeles/7408-S-Figueroa-St-90003/home/7283545,CRMLS,MB17150956
